"id";"name";"full_name";"number";"party";"federation";"occupation";"status";"status_checked_at";"tse_url"
"210002539779";"Tiago Menezes";"Tiago de Menezes Vieira";"12345";"PDT";"";"Vereador";"Deferido";"2026-09-21T17:06:20.940627+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539779"
"210002539813";"Vladia";"Vladia Freitas de Oliveira";"12005";"PDT";"";"Vereador";"Deferido";"2026-09-21T17:06:23.157477+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539813"
"210002537539";"Alequis Coletivo";"Alequis Lopes Pinto";"40400";"PSB";"";"Vereador";"Deferido";"2026-09-21T17:06:17.842362+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537539"
"210002537544";"Amaral Negrito";"Jonatas Ribeiro Fagundes";"40466";"PSB";"";"Comerciante";"Deferido";"2026-09-21T17:06:21.821241+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537544"
"210002537530";"André Oliveira";"Andre Cassio da Silva Oliveira";"40140";"PSB";"";"Empresário";"Deferido";"2026-09-21T17:06:19.294282+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537530"
"210002537526";"Andressa Mais Participação";"Andressa Cristiane Pereira Jochem";"40800";"PSB";"";"Estudante, Bolsista, Estagiário e Assemelhados";"Deferido";"2026-09-21T17:06:19.311996+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537526"
"210002537537";"Bruna Rodrigues";"Bruna Liege da Silva Rodrigues";"40180";"PSB";"";"Estudante, Bolsista, Estagiário e Assemelhados";"Deferido";"2026-09-21T17:06:15.833953+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537537"
"210002537534";"Césinha";"Cesar Brizolara";"40123";"PSB";"";"Empresário";"Deferido";"2026-09-21T17:06:22.740166+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537534"
"210002537548";"Chiquinho Zonin";"Valdecir José Zonin";"40111";"PSB";"";"Professor de Ensino Superior";"Deferido";"2026-09-21T17:06:21.914097+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537548"
"210002537529";"Geraldo Silveira";"Geraldo Batista da Silveira";"40369";"PSB";"";"Aposentado (Exceto Servidor Público)";"Deferido";"2026-09-21T17:06:16.865730+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537529"
