"id";"name";"full_name";"number";"party";"federation";"occupation";"status";"status_checked_at";"tse_url"
"210002534018";"Cleonice Back";"Cleonice Fabiane Back";"13131";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Agricultor";"Deferido";"2026-09-21T17:06:18.760663+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534018"
"210002534010";"Daniel Ferreira";"Daniel Ferreira Lima";"13313";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Advogado";"Deferido";"2026-09-21T17:06:21.363013+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534010"
"210002534044";"Dariu Garcia";"Dariu Francisco Alves Garcia";"13112";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Outros";"Deferido";"2026-09-21T17:06:16.366042+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534044"
"210002534026";"Douglas Butzke";"Douglas Junior Butzke";"13778";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Servidor Público Municipal";"Deferido";"2026-09-21T17:06:16.357550+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534026"
"210002534051";"Ericka Oliveira";"Ericka Eyshylla Leon Rodrigues de Oliveira";"13300";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Estudante, Bolsista, Estagiário e Assemelhados";"Deferido";"2026-09-21T17:06:17.297695+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534051"
"210002534035";"Eva Valeria Lorenzato";"Eva Valeria Lorenzato";"13123";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Advogado";"Deferido";"2026-09-21T17:06:23.203256+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534035"
"210002534015";"Grasselli";"Nelson Jose Grasselli";"13690";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Aposentado (Exceto Servidor Público)";"Deferido";"2026-09-21T17:06:18.770507+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534015"
"210002534020";"Halley";"Halley Lino de Souza";"13111";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:22.288307+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534020"
"210002534009";"Helen Cabral";"Helen Martins Cabral";"13730";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Professor de Ensino Médio";"Deferido";"2026-09-21T17:06:21.454075+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534009"
"210002534008";"Ivonete Carvalho";"Ivonete Carvalho";"13677";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Servidor Público Civil Aposentado";"Deferido";"2026-09-21T17:06:17.348317+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534008"
"210002534050";"Jeferson Fernandes";"Jeferson Oliveira Fernandes";"13120";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:22.501932+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534050"
"210002534034";"Lelinho Lopes";"Lélio Nunes Lopes Filho";"13800";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Vereador";"Deferido";"2026-09-21T17:06:16.122583+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534034"
"210002534046";"Léo da Costa";"Leonardo da Costa Silva";"13333";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Vereador";"Deferido";"2026-09-21T17:06:22.488809+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534046"
"210002534043";"Leonel Radde";"Leonel Guterres Radde";"13007";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:15.414828+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534043"
"210002534007";"Maneco Hassen";"Emanuel Hassen de Jesus";"13700";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Advogado";"Deferido";"2026-09-21T17:06:22.375775+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534007"
"210002534053";"Marcelo Cordeiro";"Marcelo Cordeiro";"13003";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Servidor Público Municipal";"Deferido";"2026-09-21T17:06:16.347966+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534053"
"210002534033";"Maria Eunice";"Maria Eunice Dias Wolf";"13513";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Aposentado (Exceto Servidor Público)";"Deferido";"2026-09-21T17:06:15.649600+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534033"
"210002534047";"Marina Bernardes";"Marina Bernardes";"13456";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Vereador";"Deferido";"2026-09-21T17:06:18.851970+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534047"
"210002534023";"Marina Callegaro";"Marina Maria de Avila Callegaro";"13015";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Advogado";"Deferido";"2026-09-21T17:06:20.083523+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534023"
"210002534012";"Miguel Rossetto";"Miguel Soldatelli Rossetto";"13000";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:18.557316+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534012"
"210002534011";"Mônica";"Mônica Juliana Facio";"13789";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Professor de Ensino Fundamental";"Deferido";"2026-09-21T17:06:21.554656+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534011"
"210002534003";"Natasha";"Natasha Narciso Ferreira";"13100";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Vereador";"Deferido";"2026-09-21T17:06:17.361796+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534003"
"210002534041";"Nelson Spolaor";"Nelson Spolaor";"13999";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Advogado";"Deferido";"2026-09-21T17:06:18.305402+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534041"
"210002534021";"Pai Tadeu";"Tadeu Marques Rodrigues";"13777";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Vereador";"Deferido";"2026-09-21T17:06:23.180542+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534021"
"210002534028";"Paulo Orelha";"Paulo Vanderlei Faguaga Siqueira";"13888";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Vereador";"Deferido";"2026-09-21T17:06:22.253934+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534028"
"210002534019";"Pepe Vargas";"Gilberto José Spier Vargas";"13001";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:15.406055+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534019"
"210002534005";"Picolotto";"Joacir Picolotto";"13678";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Aposentado (Exceto Servidor Público)";"Deferido";"2026-09-21T17:06:20.466016+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534005"
"210002534032";"Professor Corazza";"Gilberto Corazza";"13130";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Professor de Ensino Médio";"Deferido";"2026-09-21T17:06:22.344310+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534032"
"210002534045";"Professora Helenir";"Helenir Aguiar Schürer";"13303";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Servidor Público Civil Aposentado";"Deferido";"2026-09-21T17:06:15.617452+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534045"
"210002534042";"Professora Rita";"Rita de Cassia Della Giustina de Oliveira";"13213";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Professor de Ensino Fundamental";"Deferido";"2026-09-21T17:06:23.393173+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534042"
"210002534037";"Sidi Cardoso";"Sidinei Cardoso Pereira";"13613";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Vereador";"Deferido";"2026-09-21T17:06:20.236281+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534037"
"210002534038";"Sofia Cavedon";"Sofia Cavedon Nunes";"13400";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:23.272726+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534038"
"210002534039";"Stela Farias";"Stela Beatriz Farias Lopes";"13113";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:18.592993+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534039"
"210002534006";"Valdir Oliveira";"Valdir Oliveira de Oliveira";"13713";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Vereador";"Deferido";"2026-09-21T17:06:23.533372+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534006"
"210002534017";"Zé Nunes";"Jose Sidney Nunes de Almeida";"13500";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:23.605067+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534017"
"210002534027";"Cláudia Azevedo";"Claudia Azevedo de Oliveira";"43043";"PV";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Servidor Público Estadual";"Deferido";"2026-09-21T17:06:16.585558+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534027"
"210002534022";"Everaldo de Oliveira";"Everaldo de Oliveira";"43430";"PV";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Comerciante";"Deferido";"2026-09-21T17:06:23.400771+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534022"
"210002534024";"Luciane D Avila";"Luciane Souza D  Avila";"43999";"PV";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Dona de Casa";"Deferido";"2026-09-21T17:06:20.302775+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534024"
"210002534052";"Pedro Campos";"Pedro Campos Delgado";"43420";"PV";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Outros";"Deferido";"2026-09-21T17:06:21.414594+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534052"
"210002534048";"Socorrista";"Walmocir Silva Reis";"43192";"PV";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Enfermeiro";"Deferido";"2026-09-21T17:06:18.404421+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534048"
"210002533390";"Everaldo Oliveira";"Everaldo Santos de Oliveira Junior";"80000";"UP";"";"Comunicólogo";"Deferido";"2026-09-21T17:06:18.857852+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533390"
"210002533391";"Samara Garcia";"Samara Garcia de Almeida";"80123";"UP";"";"Estudante, Bolsista, Estagiário e Assemelhados";"Deferido";"2026-09-21T17:06:17.428531+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533391"
